input_text,output_text,question_id,chinese_text,emotion_word,percentage,confidence
"If you are asked to analyze the emotion of this sentence: 你跟建明到底想干什么呀你们. What is your confidence level that you will answer emotion word ""Confused""?",low,samplenew3_00000139,你跟建明到底想干什么呀你们,Confused,10.0,low
"If you are asked to analyze the emotion of this sentence: 你跟建明到底想干什么呀你们. What is your confidence level that you will answer emotion word ""Angry""?",low,samplenew3_00000139,你跟建明到底想干什么呀你们,Angry,10.0,low
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Fear""?",high,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Fear,100.0,high
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Concern""?",high,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Concern,100.0,high
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Anxiety""?",high,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Anxiety,90.0,high
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Apprehension""?",medium,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Apprehension,60.0,medium
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Dread""?",medium,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Dread,50.0,medium
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Worry""?",low,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Worry,10.0,low
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Anger,10.0,low
"If you are asked to analyze the emotion of this sentence: 此二人若勾结起来不知要做出多少祸国殃民的事来. What is your confidence level that you will answer emotion word ""Alarm""?",low,samplenew3_00000803,此二人若勾结起来不知要做出多少祸国殃民的事来,Alarm,10.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Anxiety""?",high,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Anxiety,100.0,high
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Fear""?",high,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Fear,100.0,high
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Desperation""?",high,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Desperation,80.0,high
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Defeat""?",medium,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Defeat,50.0,medium
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Helplessness""?",medium,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Helplessness,40.0,medium
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Resignation""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Resignation,30.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Shame""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Shame,20.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Guilt""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Guilt,10.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Panic""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Panic,10.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Regret""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Regret,10.0,low
"If you are asked to analyze the emotion of this sentence: 把我给抓回去那我就完了我肯定会受到责罚的. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000765,把我给抓回去那我就完了我肯定会受到责罚的,Anger,10.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Uncertainty""?",high,samplenew3_00000493,今后怎么样才是最重要的,Uncertainty,100.0,high
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Curiosity""?",high,samplenew3_00000493,今后怎么样才是最重要的,Curiosity,90.0,high
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Concern""?",medium,samplenew3_00000493,今后怎么样才是最重要的,Concern,50.0,medium
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Ambivalence""?",low,samplenew3_00000493,今后怎么样才是最重要的,Ambivalence,20.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Confusion""?",low,samplenew3_00000493,今后怎么样才是最重要的,Confusion,20.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Anxiety""?",low,samplenew3_00000493,今后怎么样才是最重要的,Anxiety,20.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Worry""?",low,samplenew3_00000493,今后怎么样才是最重要的,Worry,20.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Intrigue""?",low,samplenew3_00000493,今后怎么样才是最重要的,Intrigue,10.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Frustration""?",low,samplenew3_00000493,今后怎么样才是最重要的,Frustration,10.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Hope""?",low,samplenew3_00000493,今后怎么样才是最重要的,Hope,10.0,low
"If you are asked to analyze the emotion of this sentence: 今后怎么样才是最重要的. What is your confidence level that you will answer emotion word ""Ambiguity""?",low,samplenew3_00000493,今后怎么样才是最重要的,Ambiguity,10.0,low
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Care""?",high,samplenew3_00000827,你一直默默地照顾我的家,Care,90.0,high
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Devotion""?",high,samplenew3_00000827,你一直默默地照顾我的家,Devotion,80.0,high
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Love""?",high,samplenew3_00000827,你一直默默地照顾我的家,Love,80.0,high
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Loyalty""?",medium,samplenew3_00000827,你一直默默地照顾我的家,Loyalty,60.0,medium
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Gratitude""?",medium,samplenew3_00000827,你一直默默地照顾我的家,Gratitude,50.0,medium
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Concern""?",medium,samplenew3_00000827,你一直默默地照顾我的家,Concern,40.0,medium
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Nurturing""?",low,samplenew3_00000827,你一直默默地照顾我的家,Nurturing,20.0,low
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Responsibility""?",low,samplenew3_00000827,你一直默默地照顾我的家,Responsibility,10.0,low
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Dedication""?",low,samplenew3_00000827,你一直默默地照顾我的家,Dedication,10.0,low
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Affection""?",low,samplenew3_00000827,你一直默默地照顾我的家,Affection,10.0,low
"If you are asked to analyze the emotion of this sentence: 你一直默默地照顾我的家. What is your confidence level that you will answer emotion word ""Tenderness""?",low,samplenew3_00000827,你一直默默地照顾我的家,Tenderness,10.0,low
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Hope""?",high,samplenew3_00000891,花有重开日,Hope,100.0,high
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Expectation""?",high,samplenew3_00000891,花有重开日,Expectation,100.0,high
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Joy""?",high,samplenew3_00000891,花有重开日,Joy,80.0,high
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Anticipation""?",low,samplenew3_00000891,花有重开日,Anticipation,10.0,low
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Longing""?",low,samplenew3_00000891,花有重开日,Longing,10.0,low
"If you are asked to analyze the emotion of this sentence: 花有重开日. What is your confidence level that you will answer emotion word ""Serenity""?",low,samplenew3_00000891,花有重开日,Serenity,10.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Sadness""?",high,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Sadness,90.0,high
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Powerlessness""?",medium,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Powerlessness,60.0,medium
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Helplessness""?",medium,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Helplessness,60.0,medium
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Frustration""?",medium,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Frustration,40.0,medium
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Helpless""?",medium,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Helpless,40.0,medium
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Anguish""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Anguish,30.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Pity""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Pity,30.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Despair""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Despair,20.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Sympathy""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Sympathy,20.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Empathy""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Empathy,10.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Sorrow,10.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Distress""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Distress,10.0,low
"If you are asked to analyze the emotion of this sentence: 只能让你眼睁睁看着他们受苦了. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000425,只能让你眼睁睁看着他们受苦了,Anger,10.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000668,我去你们这太不够意思了,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Disappointment""?",high,samplenew3_00000668,我去你们这太不够意思了,Disappointment,90.0,high
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000668,我去你们这太不够意思了,Anger,30.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Irritation""?",low,samplenew3_00000668,我去你们这太不够意思了,Irritation,30.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Felt""?",low,samplenew3_00000668,我去你们这太不够意思了,Felt,20.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Impatience""?",low,samplenew3_00000668,我去你们这太不够意思了,Impatience,10.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Futility""?",low,samplenew3_00000668,我去你们这太不够意思了,Futility,10.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Disappointed""?",low,samplenew3_00000668,我去你们这太不够意思了,Disappointed,10.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000668,我去你们这太不够意思了,Frustrated,10.0,low
"If you are asked to analyze the emotion of this sentence: 我去你们这太不够意思了. What is your confidence level that you will answer emotion word ""Angry""?",low,samplenew3_00000668,我去你们这太不够意思了,Angry,10.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000378,还有上个月在江州别扣他那批货,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Disappointment""?",high,samplenew3_00000378,还有上个月在江州别扣他那批货,Disappointment,80.0,high
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Anger,30.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Annoyance""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Annoyance,20.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Regret""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Regret,10.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Frustrated,10.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Angry""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Angry,10.0,low
"If you are asked to analyze the emotion of this sentence: 还有上个月在江州别扣他那批货. What is your confidence level that you will answer emotion word ""Irritation""?",low,samplenew3_00000378,还有上个月在江州别扣他那批货,Irritation,10.0,low
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Frustration""?",high,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Frustration,100.0,high
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Disappointment""?",high,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Disappointment,90.0,high
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Annoyance""?",high,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Annoyance,80.0,high
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Uncertainty""?",low,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Uncertainty,30.0,low
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Expectation""?",low,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Expectation,20.0,low
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Desperation""?",low,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Resignation""?",low,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Resignation,10.0,low
"If you are asked to analyze the emotion of this sentence: 不能安置的呢？你让财务和人事部给我做一个补偿报告。. What is your confidence level that you will answer emotion word ""Hope""?",low,sample_00000118,不能安置的呢？你让财务和人事部给我做一个补偿报告。,Hope,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Anger""?",high,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Anger,100.0,high
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Fear""?",high,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Fear,90.0,high
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Sadness""?",high,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Sadness,80.0,high
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Resentment""?",high,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Resentment,70.0,high
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Hatred""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Hatred,30.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Betrayal""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Betrayal,30.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Outrage""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Outrage,20.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Despair""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Despair,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Desperation""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Sorrow,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Bitterness""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Bitterness,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Helplessness""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Helplessness,10.0,low
"If you are asked to analyze the emotion of this sentence: 徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公. What is your confidence level that you will answer emotion word ""Anxiety""?",low,samplenew3_00000579,徐江跟我的老公一直有矛盾他一直用一些卑鄙的低级的手段想把我们赶出市场所以他杀了我老公,Anxiety,10.0,low
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Surprise""?",high,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Surprise,90.0,high
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Admiration""?",high,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Admiration,90.0,high
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Amusement""?",medium,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Amusement,60.0,medium
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Pride""?",medium,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Pride,40.0,medium
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Curiosity""?",low,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Curiosity,20.0,low
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Curious""?",low,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Curious,10.0,low
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Approval""?",low,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Approval,10.0,low
"If you are asked to analyze the emotion of this sentence: 要不然说林所长冰雪聪明的一点就透. What is your confidence level that you will answer emotion word ""Amazement""?",low,samplenew3_00000500,要不然说林所长冰雪聪明的一点就透,Amazement,10.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Relieved""?",high,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Relieved,70.0,high
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Honest""?",medium,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Honest,50.0,medium
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Open""?",medium,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Open,40.0,medium
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Sincere""?",medium,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Sincere,40.0,medium
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Sincerity""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Sincerity,30.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Relief""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Relief,30.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Confident""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Confident,30.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Honesty""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Honesty,20.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Trustful""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Trustful,10.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Concerned""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Concerned,10.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Determined""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Determined,10.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Resolute""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Resolute,10.0,low
"If you are asked to analyze the emotion of this sentence: 好于小强，我今天把所有的事情，都跟你说清楚。. What is your confidence level that you will answer emotion word ""Calm""?",low,sample_00000073,好于小强，我今天把所有的事情，都跟你说清楚。,Calm,10.0,low
